57,Java,Code,Junior,Folder: Java - kod + grafika/7,List l = new ArrayList>();,List > l = new ArrayList>();,List> l = new ArrayList();,List l = new ArrayList();,4
58,Java,Code,Junior,Folder: Java - kod + grafika/8,"[a, d, b, c]","[a, b, c, d]","[d, a, d, c]",Żadna z tych odpowiedz,1
59,Java,Code,Junior,Folder: Java - kod + grafika/9,1,2,0,4,2
60,Java,Code,Mid,Folder: Java - kod + grafika/10,Runtime Exception,Compile Time Exception,3,3.0,1
61,Java,Code,Senior,Folder: Java - kod + grafika/11,1 <br> 2 <br> 1.1 <br> 1.2,2 <br> 1 <br> 2.2 <br> 1.1,Compile Time Exception,Żadna z tych odpowiedz,1
62,Java,Code,Senior,Folder: Java - kod + grafika/12,Compile Time Exception,5,5.0,Runtime Exception,3
63,Java,Code,Mid,Folder: Java - kod + grafika/13,"[3, 2, 1]",Compile Time Exception,Runtime Exception,"[1, 2, 3]",2
64,Java,Code,Mid,Folder: Java - kod + grafika/14,"[1, 2, 3]",Żadna z tych odpowiedz,"[3, 2, 1]",Class Cast Exception,1
65,Java,Code,Senior,Folder: Java - kod + grafika/15,"{4=1, 3=2, 2=1}","{2=1, 3=1, 4=1}","{4=1, 2=1, 3=1}",Compile Time Exception,1
66,Java,Code,Senior,Folder: Java - kod + grafika/16,NullPointer Exception,IndexOutOfBound Exception,23,Compile Time Exception,4
67,Java,Code,Senior,Folder: Java - kod + grafika/17,Compile Time Exception,3 2 1',1 2 3',2 3 1',2
68,Java,Code,Senior,Folder: Java - kod + grafika/18,"{2=L, 3=L, 4=O}","{0=H, 1=E, 2=L, 3=L, 4=O}","{4=O, 3=L, 2=L, 1=E, 0=H}","{4=O, 3=L, 2=L}",1
69,Java,Core,Senior,Jaka jest różnica pomiędzy 'SoftReference' a 'WeakReference'?,"SoftReference' sprawia, że obiekt nie zostanie poddany procesowi 'Garbage Collection'. W przypadku 'WeakReference' proces GC na danym obiekcie nastąpi od razu.","SoftReference' sprawia, że obiekt zostanie poddany procesowi 'Garbage Collection' tylko w sytuacji gdy JVM będzie brakować pamięci. W przypadku 'WeakReference' proces GC na danym obiekcie nastąpi od razu.","SoftReference' sprawia, że obiekt zostanie poddany procesowi 'Garbage Collection' tylko w sytuacji gdy JVM będzie brakować pamięci. W przypadku 'WeakReference' proces GC na danym obiekcie może nastąpić, natomiast to JVM zdecyduje kiedy się to stanie.","SoftReference' sprawia, że obiekt zostanie poddany procesowi 'Garbage Collection' od razu, gdy straci 'StrongReference'. W przypadku 'WeakReference' proces GC na danym obiekcie może nastąpić, natomiast to JVM zdecyduje kiedy się to stanie.",2
70,Java,Core,Senior,Kiedy lepiej używać LinkedList niż ArrayList?,W sytuacji kiedy relatywnie rzadko modyfikujemy (dodajemy/usuwamy elementy) daną kolekcję,W sytuacji kiedy modyfikacje (dodajemy/usuwamy elementy) występują bardzo często,Kiedy bardziej zależy nam na szybkości modyfikacji kolekcji kosztem szybkości odczytu,W aplikacjach budowanych w oparciu o J2EE,"2,3"
71,Java,Core,Senior,Czy w Javie 8 i kolejnych jest możliwy 'java.lang.OutOfMemoryError: PermGen error'?,Tak,Nie,null,null,2
72,Java,Core,Senior,Czym jest ThreadLocal?,Jest to klasa dostępna z pakietu 'java.lang',Klasa ta nie występuje w bibliotece Quartz,Pozwala tworzyć zestawy danych dostępne tylko dal wybranego wątku,Wykorzystanie 'ThreadLocal' wspólnie z 'ExecutorService' prowadzi do nieprzewidywalnych rezultatów i przez to jest złą praktyką w programowaniu wielowątkowym.,"1,2,3,4"
73,Java,Spring,Senior,Jaka jest różnica pomiędzy @Controller a @RestController?,"@RestoController odpowiada m.in. za przekazanie obiektu i przyporządkowanie wyniku operacji do odpowiedniego widoku, jak również przekazanie żądania wywołania tego widoku do Springa. Podczas gdy @Controller tylko i wyłącznie przekazuje na zewnątrz dane.","W najnowszej wersji Spring Framework 5 nie ma juz żadnej różnicy, obie anotacje dają ten sam efekt","@Controller odpowiada za przekazanie obiektu i przyporządkowanie wyniku operacji do odpowiedniego widoku, jak również przekazanie żądania wywołania tego widoku do Springa. Podczas gdy @RestController tylko i wyłącznie przekazuje na zewnątrz dane.","@Controller obsługuje żądania od użytkownika, podczas gdy @RestController obsługuje żądania z Web API's.",3
74,Java,Spring,Senior,Czy w ramach Spring MVC komponent anotowany przez @Controller i @ResponseBody może być traktowany równoznacznie do komponentu anotowanego przez @RestController?,Tak,Nie,null,null,1
75,Java,Spring,Senior,Do czego możemy porównać funkcjonalność @Projection dostępną w ramach SpringDataJPA?,DTO's,DAO's,Adapter Pattern,JWT,1
76,Java,Core,Mid,Czy można używać operatora '==' do porównywania 'Enum'? ,"Tak, ale tylko w sytuacji gdy porównujemy ze sobą 2 obiekty 'Enum'","Nie, tylko i wyłącznie 'equals()'","Tak, ale tylko w sytuacji, gry porównujemy 'Enum' z typem prymitywnym",Tak,4
77,Java,Spring,Mid,Encja w JPA nie musi posiadać:,Konstruktora bezparametrowego,Konstruktora ze wszystkimi parametrami,Adnotacji @Entity,Pola dla id z adnotacją @Id,2
,.NET,C#,All,Które elementy są przechowywane w pamięci na 'Stercie'?,int,enum,reference type,long,3
,.NET,C#,All,Której kontrolki nie można umieścić w 'toolbox'?,Custom Control,User Control,Server Control,ASP Control,2
,.NET,C#,All,Wskaż klasy które są 'immutable'.,System.Text.StringBuilder,System.String,System.StringBuilder,System.Text.Builder,2
,.NET,C#,All,"Wskaż metodę, która nie gwarantuje wykonania procesu 'garbage collection' na danym obiekcie.",Dispose(),Open(),Żadna z tych metod,Finalize(),4
,.NET,C#,All,Generyki są wykorzystywane by klasy wielokrotnego użytku mogły:,Zmniejszyć ilość powtórzeń w kodzie,Zoptymalizować działanie kodu,Poprawić czytelność kodu,Poprawić czytelność dokumentacji projektu,1
,.NET,C#,All,"Który rodzaj wyjątków, nie jest wykorzystywany w .NET?",NullReferenceException,OutOfMemoryException,IndexOutOfBoundsException,StackUnderFlowException,"3,4"
,.NET,C#,All,Jakim znakiem oznaczamy w C# dziedziczenie?,",",.,;,:,4
,.NET,C#,All,Jak nazywa się klasa po której dziedziczą wszystkie inne klasy?,Systems.Object,System.Objects,System.Object,Systems.Objects,3
,.NET,C#,All,Czy można określać modyfikatory dostępu dla metod w Interfejsie?,Tak,Nie,null,null,1
,.NET,C#,All,Który operator wykorzystujemy do określania czy typ danego obiektu jest zgodny ze wskazanym typem?,as,is,this,at,2
,.NET,C#,All,Który operator wykorzystujemy by wykonać 'cast' danego obiektu do wskazanego typu?,as,is,this,at,1
,.NET,C#,All,Co oznacza modyfikator 'Sealed'?,Uniemożliwia polimorfizm,Uniemożliwia przeciążanie metody,Zabezpiecza klasę przed niepowołanym dostępem,Uniemożliwia dziedziczenie klasy,4
,.NET,ASP .NET,All,Która metoda daje większe możliwości w formatowaniu 'output'?,Response.Outputs.Write(),Response.Writes(),Response.Output.Write(),Response.Write(),3
,.NET,ASP .NET,All,Z której klasy dziedziczą formularze webowe ('web forms')?,Master Class,Frame Class,Page Class,Browser Class,3
,.NET,ASP .NET,All,Które to rozszerzenie pliku charakterystyczne dla ASP .NET?,.asax,.aspx,.asdx,.asfx,2
,.NET,ASP .NET,All,Który protokół jest używany w czasie wykonywania request'a do web service?,Stp,Ftp,Smtp,Http,4
,.NET,ASP .NET,All,Czym jest MVC?,Add-on,WebApplication,Library,Framework,4
,.NET,ASP .NET,All,Który typ danych nie jest obsługiwany przez 'Range Validator'?,Integer,Character,Double,Date,2
,.NET,ASP .NET,All,Które to rozszerzenie pliku charakterytyczne dla 'Web Service'?,.asax,.aspx,.asdx,.asmx,4
,.NET,ASP .NET,All,Który 'Event' nie występuje w cyklu życia strony?,Page_Load,Page_Preload,Page_LoadComplete,Page_Unload,4
,.NET,ASP .NET,All,Które z opcji zarządzania stanem sesji nie są dostępne w ramach ASP.NET?,In-Process,Out-of-Process,In-out-Process,While-Process,"3,4"
,.NET,ASP .NET,All,Z którego validatora korzystamy podczas sprawdzania adresu email?,Range Validator,Required field Validator,Regular expression Validator,Compare Validator,3
,.NET,ASP .NET,All,Z którego validatora korzystamy by sprawdzić czy wartość w 'Control1' jest taka sama jak wartość w 'Control2'?,Compare Validator control,Required field Validator,Compare Validator,Regular expression Validator,1
,.NET,ASP .NET,All,Który tryb 'Caching' będzie odpowiedni w sytuacji gdy chcemy załadować fragment strony a nie całość?,Output Caching,Partial Caching,Data Caching,Fragment Caching,4
,.NET,ADO .NET,All,ADO .NET to ...,ActiveX Data ObjectsNetwork,ActiveDataObjectsNetwork,ActiveDataObjectNetwork,AccessDataObjectsNetwork,1
,.NET,ADO .NET,All,ADO .NET zapewnia współpracę pomiędzy ...,Data object i Dataset,Data object i Data source,Dataset i Data base,Dataset i Data source,4
,.NET,ADO .NET,All,Do czego służy 'Sql command object'?,Służy do komunikacji użytkownika z innymi użytkownikami,Służy do komunikacji z 'data base',Służy do komunikacji z 'dataset',Służy do komunikacji z serwerem,3
,.NET,ADO .NET,All,W jakim środowisku korzystamy z 'Sql command object'?,XML,HTML,PHP,JavaScript,1
,.NET,ADO .NET,All,ADO.NET connection object' otwiera połączenie pomiędzy:,Aplikacją i bazą danych,Aplikacją i 'Dataset',Aplikacją i 'data source',Aplikacją i 'Data object',3
,.NET,ADO .NET,All,Który 'Data provider' nie jest wspierany w ADO.NET?,ODBC,MS SQL Server,MyAccess,OLEDB,3
,.NET,ADO .NET,All,"Obiekt, który wymaga by zawsze zamykać połączenie to:",OLDDBConnection,OLEDB connect,ADODB connection,MyAccess connect,1
,.NET,ADO .NET,All,"Metoda, która służy do odczytu plików XML to:",ReadXmlSchema(),ReadXML(),GetXML(),ViewXML(),2
,.NET,ADO .NET,All,Która metoda z 'OLEDB adapter' jest wykorzystywana do wprowadzenia rekordów do 'dataset'?,Put Method,Fill Method,Fills Method,Insert Method,2
,.NET,ADO .NET,All,"Funkcja, która jest wykorzystywana do zatrzymania działającego wątku to:",Thread.Aborts(),Thread.Stop(),Thread.Abort(),Threads.Abort(),3
,.NET,ADO .NET,All,Metoda w ADO.NET wykorzystywana do sortowania danych to:,Sort() z ListViewControl,Sort() z DataViewControl,Sort() z GridViewControl,ToSort() z GridViewControl,3
,.NET,.NET CORE,Junior,"Czym jest '.NET Standard""?","to formalna Specyfikacja interfejsów API platformy .NET, które mają być dostępne we wszystkich implementacjach platformy .NET.","Definiuje jednolity zestaw interfejsów API BCL dla wszystkich implementacji platformy .NET do implementacji, niezależnie od obciążenia.","Umożliwia deweloperom tworzenie przenośnych bibliotek, których można użyć w implementacjach platformy .NET, przy użyciu tego samego zestawu interfejsów API.",.NET Standard 2.0 jest wspierany również na Windows 7,"1,2,3"
,.NET,.NET CORE,All,Czym jest 'MSIL'?,MicroSoft Internet Library,MicroSoft Intermediate Library,MicroSoft Independent Language,żadna z odpowiedzi,4
,.NET,.NET CORE,All,"Jakie możliwości zapewnia '.NET application domain""?",1,1,1,1,1
,.NET,.NET CORE,All,Które z wymienionych poniżej zaliczamy do 'CLR Services'?,Assembly Resolver',Type Checker',Thread Support',Garbage Collector,"1,2,3,4"
,.NET,ASP WEB API,Mid,Jaka jest różnica pomiędzy 'ApiController' oraz 'Controller'?,Podobnie jak Spring Controller i RestController,1,1,1,1
,.NET,ASP WEB API,Senior,Jaka jest różnica pomiędzy WCF a Web Service?,Zarówno WebService jak i WCF można utrzymywać w ramach IIS,WebService jest dostępny jako 'open source'm WCF nie,Konfiguracja WebService jest znacznie wygodniejsza niż w przypadku WCF,Zarówno WebService jak i WCF bazuje na SOAP i zwraca dane w postaci XML,"2,3,4"
,.NET,ASP WEB API,Senior,Jaka jest różnica pomiędzy WCF REST a WebApi?,Web Api jest 'open source' podczas gdy WCF REST nie.,"Web Api to framework dedykowany do budowania aplikacji REST, podczas gdy WCF REST jest specyficznie skonfigurowanym WCF",Zarówno Web Api jak i WCF REST nie są 'open source',"Zarówno Web Api jak i WCF REST wspierają również rozwiązania z zakresu MVC, np. routing, controllery, filtry etc.","1,2"
,.NET,ASP WEB API,Mid,Jakie są dobre praktyki w WEB API 'error management'?,Wyłapujemy błędy i wyjątki bezpośrednio na poziomie controller'a,Tworzymy osobne klasy ExceptionFilters by łapać błędy i wyjątki tego samego typu jakie mogą pojawić się w wielu miejscach aplikacji,Tworzymy 'ExceptionHandler' jako pojedyńczą klasę dla całej aplikacji,"Tworzymy osobne 'ExceptionHandler', gdzie kazdy jest odpowiedzialny za inny rodzaj błędu","2,3"
,.NET,ASP WEB API,Senior,What is Delegating Handler?,1,1,1,1,1
,.NET,ASP .NET,Senior,Domyślnie 'SessionID' przechowuje:,Aplikacja,Sesja,ViewState,Cookies,4
,.NET,ASP .NET,Senior,Jaki jest ostatni 'event' w cyklu życia 'page'?,Page_Load,Page_LoadComplete,Page_Finish,Page_Unload,4
,.NET,C#,All,Folder: C#- kod + grafika/1 -> Jaki będzie wynik tego kodu?,"Level 1, Level 2, Level 1 finished","Level, Level2, Level2 finished","Level 1, Level 2, Level 2 finished, Level 1 finished",Error,3
,.NET,ASP .NET,All,Folder: C#- kod + grafika/2 -> Jaki będzie wynik tego kodu?,Null Value,Error,Zwraca 'WorkingSet',Żadna z powyższych odpowiedzi,3
,.NET,C#,All,Folder: C#- kod + grafika/3 -> Jaki będzie wynik tego kodu?,1,1,1,1,1
,.NET,C#,All,Folder: C#- kod + grafika/4 -> Przeanalizuj fragment kodu. Program ten poprzez Entity Framework pobiera z MS SQL Server informacje o kliencie i jego zakupach. Ile zostanie wysłanych zapytań do bazy danych?,Jedno,Dwa,Trzy,Cztery,1
,.NET,C#,All,Folder: C#- kod + grafika/5 -> Przeanalizuj fragment kodu.,"Wywołanie 'PinchClaws()' na instancji 'CoconutCrab"" zwróci 'CLAP CLAP'","Wywołanie 'PinchClaws()' na instancji 'Crab"" zwróci 'CLAP CLAP'",Cast' instancji 'CoconutCrab' do 'Crab' a następnie wywołanie na niej 'PinchClaws()' zwróci 'clap clap',Cast' instancji 'Crab' do 'CoconutCrab' wyrzuci wyjątek,"1,4"
,.NET,C#,All,Folder: C#- kod + grafika/6 -> Przeanalizuj fragment kodu.,"Jedna z kolekcji zwrócona z 'SortRecyclables"" będzie zawierać 'metal' jako klucz oraz 'metal bar' i 'metal pipe' jako wartości.","Jedna z kolekcji zwrócona z 'SortRecyclables"" będzie zawierać 'wire' jako klucz oraz 'coper wire' jako wartość.",Metoda 'Add()' doda nowy element tylko i wyłącznie kiedy będzie dostępne miejsce,Compilation Error,"1,3"
,JavaScript,JS,All,Folder: JS - kod + grafika/1 -> Jaki wynik zwróci ten alert?,function,number,object,undefined,4
